Date,Catégorie profil,Total énergie soutirée (MWh),Nb points soutirage
2020-11-20,PRO,33632.478037,60658176
2020-11-20,RES,128995.218783,394213226
2020-11-21,PRO,30511.856729,60651648
2020-11-21,RES,142290.848265,394198116
2020-11-22,PRO,28859.847824,60650208
2020-11-22,RES,147304.409359,394192938
2020-11-23,PRO,34330.924553,60660096
2020-11-23,RES,139297.639314,394271352
2020-11-24,PRO,35864.702112,60656640
2020-11-24,RES,140304.073337,394310916
2020-11-25,PRO,34811.819467,60667680
2020-11-25,RES,138910.276773,394346462
2020-11-26,PRO,35321.787093,60664944
2020-11-26,RES,134571.4082,394372296
2020-11-27,PRO,34818.919417,60666384
2020-11-27,RES,132712.328427,394435890
2020-11-28,PRO,32192.216868,60649440
2020-11-28,RES,137775.003392,394408932
2020-11-29,PRO,30788.044478,60645600
2020-11-29,RES,151152.191055,394372450
2020-11-30,PRO,38578.759408,60648960
2020-11-30,RES,155909.131459,394457156
